word	c5	lemma	pos
existing	AJ0	existing	ADJ
volunteers	NN2	volunteer	SUBST
have	VHB	have	VERB
families	NN2	family	SUBST
and	CJC	and	CONJ
jobs	NN2	job	SUBST
and	CJC	and	CONJ
are	VBB	be	VERB
often	AV0	often	ADV
very	AV0	very	ADV
busy	AJ0	busy	ADJ
.	PUN	.	PUN

# sentence 91, Texts/A/A0/A00.xml
You	PNP	you	PRON
do	VDB	do	VERB
n't	XX0	not	ADV
have	VHI	have	VERB
to	TO0	to	PREP
make	VVI	make	VERB
a	AT0	a	ART
firm	AJ0	firm	ADJ
commitment	NN1	commitment	SUBST
but	CJC	but	CONJ
obviously	AV0	obviously	ADV
we	PNP	we	PRON
like	VVB	like	VERB
you	PNP	you	PRON
to	TO0	to	PREP
give	VVI	give	VERB
us	PNP	we	PRON
some	DT0	some	ADJ
idea	NN1	idea	SUBST
of	PRF	of	PREP
your	DPS	you	PRON
availability	NN1	availability	SUBST
.	PUN	.	PUN

# sentence 92, Texts/A/A0/A00.xml
This	DT0	this	ADJ
is	VBZ	be	VERB
so	AV0	so	ADV
we	PNP	we	PRON
can	VM0	can	VERB
respond	VVI	respond	VERB
effectively	AV0	effectively	ADV
to	PRP	to	PREP
the	AT0	the	ART
needs	NN2	need	SUBST
of	PRF	of	PREP
our	DPS	we	PRON
clients	NN2	client	SUBST
.	PUN	.	PUN

# sentence 93, Texts/A/A0/A00.xml
Do	VDB	do	VERB
I	PNP	i	PRON
need	VVI	need	VERB
any	DT0	any	ADJ
training	NN1	training	SUBST
?	PUN	?	PUN

# sentence 94, Texts/A/A0/A00.xml
Yes	ITJ	yes	INTERJ
—	PUN	—	PUN
but	CJC	but	CONJ
you	PNP	you	PRON
are	VBB	be	VERB
not	XX0	not	ADV
expected	VVN-AJ0	expect	VERB
to	TO0	to	PREP
be	VBI	be	VERB
a	AT0	a	ART
nurse	NN1	nurse	SUBST
.	PUN	.	PUN

# sentence 95, Texts/A/A0/A00.xml
You	PNP	you	PRON
will	VM0	will	VERB
be	VBI	be	VERB
asked	VVN	ask	VERB
to	TO0	to	PREP
complete	VVI	complete	VERB
an	AT0	an	ART
application	NN1	application	SUBST
form	NN1-VVB	form	SUBST
and	CJC	and	CONJ
subsequently	AV0	subsequently	ADV
to	TO0	to	PREP
attend	VVI	attend	VERB
an	AT0	an	ART
ACET	NP0	acet	SUBST
training	NN1	training	SUBST
course	NN1	course	SUBST
one	CRD	one	ADJ
evening	NN1	evening	SUBST
a	AT0	a	ART
week	NN1	week	SUBST
for	PRP	for	PREP
six	CRD	six	ADJ
weeks	NN2	week	SUBST
.	PUN	.	PUN

# sentence 96, Texts/A/A0/A00.xml
The	AT0	the	ART
subjects	NN2	subject	SUBST
covered	VVN	cover	VERB
will	VM0	will	VERB
include	VVI	include	VERB
:	PUN	:	PUN

# sentence 97, Texts/A/A0/A00.xml
Death	NN1	death	SUBST
and	CJC	and	CONJ
Dying	VVG-AJ0	die	VERB

# sentence 98, Texts/A/A0/A00.xml
Grief	NN1	grief	SUBST
and	CJC	and	CONJ
Loss	NN1	loss	SUBST

# sentence 99, Texts/A/A0/A00.xml
Sex	NN1	sex	SUBST
and	CJC	and	CONJ
Sexuality	NN1	sexuality	SUBST

# sentence 100, Texts/A/A0/A00.xml
Medical	AJ0	medical	ADJ
Aspects	NN2	aspect	SUBST
of	PRF	of	PREP
HIV/AIDS	UNC	hiv/aids	UNC

# sentence 101, Texts/A/A0/A00.xml
Race	NN1-VVB	race	SUBST
and	CJC	and	CONJ
Racism	NN1	racism	SUBST

# sentence 102, Texts/A/A0/A00.xml
Practical	AJ0	practical	ADJ
Issues	NN2	issue	SUBST

# sentence 103, Texts/A/A0/A00.xml
What	DTQ	what	PRON
if	CJS	if	CONJ
I	PNP	i	PRON
find	VVB	find	VERB
certain	AJ0	certain	ADJ
issues	NN2	issue	SUBST
or	CJC	or	CONJ
situations	NN2	situation	SUBST
difficult	AJ0	difficult	ADJ
?	PUN	?	PUN

# sentence 104, Texts/A/A0/A00.xml
Your	DPS	you	PRON
course	NN1	course	SUBST
leader	NN1	leader	SUBST
will	VM0	will	VERB
be	VBI	be	VERB
available	AJ0	available	ADJ
to	TO0	to	PREP
help	VVI	help	VERB
you	PNP	you	PRON
.	PUN	.	PUN

# sentence 105, Texts/A/A0/A00.xml
You	PNP	you	PRON
are	VBB	be	VERB
also	AV0	also	ADV
asked	VVN	ask	VERB
to	TO0	to	PREP
keep	VVI	keep	VERB
your	DPS	you	PRON
church	NN1	church	SUBST
leaders	NN2	leader	SUBST
informed	VVN-VVD	inform	VERB
of	PRF	of	PREP
your	DPS	you	PRON
involvement	NN1	involvement	SUBST
so	AV0	so	ADV
that	CJT	that	CONJ
they	PNP	they	PRON
can	VM0	can	VERB
ensure	VVI	ensure	VERB
you	PNP	you	PRON
are	VBB	be	VERB
adequately	AV0	adequately	ADV
supported	VVN	support	VERB
.	PUN	.	PUN

# sentence 106, Texts/A/A0/A00.xml
After	CJS-PRP	after	CONJ
every	AT0	every	ART
client	NN1	client	SUBST
visit	VVB-NN1	visit	VERB
you	PNP	you	PRON
are	VBB	be	VERB
asked	VVN	ask	VERB
to	TO0	to	PREP
call	VVI	call	VERB
the	AT0	the	ART
office	NN1	office	SUBST
so	AV0	so	ADV
that	CJT	that	CONJ
you	PNP	you	PRON
can	VM0	can	VERB
report	VVI	report	VERB
how	AVQ	how	ADV
the	AT0	the	ART
visit	NN1	visit	SUBST
went	VVD	go	VERB
.	PUN	.	PUN

# sentence 107, Texts/A/A0/A00.xml
We	PNP	we	PRON
also	AV0	also	ADV
hold	VVB	hold	VERB
regular	AJ0	regular	ADJ
meetings	NN2	meeting	SUBST
of	PRF	of	PREP
volunteers	NN2	volunteer	SUBST
to	TO0	to	PREP
discuss	VVI	discuss	VERB
issues	NN2	issue	SUBST
of	PRF	of	PREP
concern	NN1	concern	SUBST
and	CJC	and	CONJ
encourage	VVB	encourage	VERB
one	CRD	one	ADJ
another	DT0	another	ADJ
.	PUN	.	PUN

# sentence 108, Texts/A/A0/A00.xml
Volunteers	NN2	volunteer	SUBST
visiting	VVG	visit	VERB
an	AT0	an	ART
ACET	NP0	acet	SUBST
client	NN1	client	SUBST
have	VHB	have	VERB
immediate	AJ0	immediate	ADJ
access	NN1	access	SUBST
to	PRP	to	PREP
professional	AJ0	professional	ADJ
nursing	AJ0-NN1	nursing	ADJ
support	NN1-VVB	support	SUBST
through	PRP	through	PREP
our	DPS	we	PRON
24	CRD	24	ADJ
hour	NN1	hour	SUBST
on	PRP	on	PREP
call	NN1	call	SUBST
facility	NN1	facility	SUBST
.	PUN	.	PUN

# sentence 109, Texts/A/A0/A00.xml
I	PNP	i	PRON
would	VM0	would	VERB
like	VVI	like	VERB
to	TO0	to	PREP
be	VBI	be	VERB
an	AT0	an	ART
ACET	NP0	acet	SUBST
volunteer	VVB-NN1	volunteer	VERB
so	AV0	so	ADV
what	DTQ	what	PRON
do	VDB	do	VERB
I	PNP	i	PRON
do	VDI	do	VERB
now	AV0	now	ADV
?	PUN	?	PUN

# sentence 110, Texts/A/A0/A00.xml
Telephone	VVB-NN1	telephone	VERB
or	CJC	or	CONJ
write	VVB	write	VERB
to	PRP	to	PREP
Christine	NP0	christine	SUBST
Catlin	NP0	catlin	SUBST
or	CJC	or	CONJ
Janet	NP0	janet	SUBST
Sutton	NP0	sutton	SUBST
and	CJC	and	CONJ
ask	VVB	ask	VERB
for	PRP	for	PREP
an	AT0	an	ART
application	NN1	application	SUBST
form	NN1-VVB	form	SUBST
.	PUN	.	PUN

# sentence 111, Texts/A/A0/A00.xml
ACET	NP0	acet	SUBST
P	ZZ0	p	SUBST
O	ZZ0	o	SUBST
Box	NN1	box	SUBST
1323	CRD	1323	ADJ
London	NP0	london	SUBST
W5	UNC	w5	UNC
5TF	UNC	5tf	UNC
Tel	NN1	tel	SUBST
:	PUN	:	PUN
081	CRD	081	ADJ
840	CRD	840	ADJ
7879	CRD	7879	ADJ

# sentence 112, Texts/A/A0/A00.xml
Newsletter	NN1	newsletter	SUBST
AIDS	NN1	aids	SUBST
CARE	NN1-VVB	care	SUBST
,	PUN	,	PUN
EDUCATION	NN1	education	SUBST
AND	CJC	and	CONJ
TRAINING	NN1	training	SUBST
Issue	NN1-VVB	issue	SUBST
No.	NN1	no.	SUBST
7	CRD	7	ADJ

# sentence 113, Texts/A/A0/A00.xml
Cliff	NP0-NN1	cliff	SUBST
is	VBZ	be	VERB
New	AJ0	new	ADJ
Patron	NN1	patron	SUBST

# sentence 114, Texts/A/A0/A00.xml
CLIFF	NP0	cliff	SUBST
RICHARD	NP0	richard	SUBST
and	CJC	and	CONJ
Head	NN1	head	SUBST
of	PRF	of	PREP
Salvation	NN1	salvation	SUBST
Army	NN1	army	SUBST
,	PUN	,	PUN
General	NP0	general	SUBST
Eva	NP0	eva	SUBST
Burrows	NP0	burrows	SUBST
are	VBB	be	VERB
the	AT0	the	ART
first	ORD	first	ADJ
patrons	NN2	patron	SUBST
of	PRF	of	PREP
ACET	NP0	acet	SUBST
.	PUN	.	PUN

# sentence 115, Texts/A/A0/A00.xml
In	PRP	in	PREP
the	AT0	the	ART
charity	NN1	charity	SUBST
's	POS	's	UNC
Ealing	NP0	ealing	SUBST
offices	NN2	office	SUBST
,	PUN	,	PUN
Cliff	NP0-NN1	cliff	SUBST
,	PUN	,	PUN
with	PRP	with	PREP
BBC	NP0	bbc	SUBST
newsroom	NN1	newsroom	SUBST
South	NN1	south	SUBST
East	NN1	east	SUBST
television	NN1	television	SUBST
cameras	NN2	camera	SUBST
in	PRP	in	PREP
attendance	NN1	attendance	SUBST
,	PUN	,	PUN
cut	VVB	cut	VERB
a	AT0	a	ART
cake	NN1	cake	SUBST
to	TO0	to	PREP
help	VVI	help	VERB
celebrate	VVI	celebrate	VERB
ACET	NP0	acet	SUBST
's	POS	's	UNC
third	ORD	third	ADJ
birthday	NN1	birthday	SUBST
during	PRP	during	PREP
June	NP0	june	SUBST
.	PUN	.	PUN

# sentence 116, Texts/A/A0/A00.xml
After	PRP	after	PREP
a	AT0	a	ART
short	AJ0	short	ADJ
interview	NN1	interview	SUBST
with	PRP	with	PREP
the	AT0	the	ART
BBC	NP0	bbc	SUBST
,	PUN	,	PUN
Cliff	NP0	cliff	SUBST
went	VVD	go	VERB
to	TO0	to	PREP
meet	VVI	meet	VERB
ACET	NP0	acet	SUBST
client	NN1	client	SUBST
Tony	NP0	tony	SUBST
Chapman	NP0	chapman	SUBST
at	PRP	at	PREP
his	DPS	he	PRON
home	NN1	home	SUBST
,	PUN	,	PUN
together	AV0	together	ADV
with	PRP	with	PREP
HIV	NP0	hiv	SUBST
Community	NN1	community	SUBST
Nurse	NN1	nurse	SUBST
,	PUN	,	PUN
Sue	NP0	sue	SUBST
Lore	NN1	lore	SUBST
.	PUN	.	PUN

# sentence 117, Texts/A/A0/A00.xml
A	AT0	a	ART
trip	NN1	trip	SUBST
to	PRP	to	PREP
an	AT0	an	ART
ACET	NP0	acet	SUBST
AIDS	NN1	aids	SUBST
education	NN1	education	SUBST
class	NN1	class	SUBST
at	PRP	at	PREP
Abbeylands	NP0	abbeylands	SUBST
School	NN1	school	SUBST
,	PUN	,	PUN
Addlestone	NP0	addlestone	SUBST
in	PRP	in	PREP
Surrey	NP0	surrey	SUBST
,	PUN	,	PUN
completed	VVD	complete	VERB
Cliff	NP0	cliff	SUBST
's	POS	's	UNC
visit	NN1	visit	SUBST
.	PUN	.	PUN

# sentence 118, Texts/A/A0/A00.xml
Cliff	NP0	cliff	SUBST
said	VVD	say	VERB
,	PUN	,	PUN
‘	PUQ	‘	PUQ
I	PNP	i	PRON
am	VBB	be	VERB
pleased	AJ0	pleased	ADJ
to	TO0	to	PREP
support	VVI	support	VERB
ACET	NP0	acet	SUBST
in	PRP	in	PREP
the	AT0	the	ART
world	NN1	world	SUBST
they	PNP	they	PRON
are	VBB	be	VERB
doing	VDG	do	VERB
.	PUN	.	PUN

# sentence 119, Texts/A/A0/A00.xml
The	AT0	the	ART
care	NN1	care	SUBST
of	PRF	of	PREP
people	NN0	people	SUBST
in	PRP	in	PREP
the	AT0	the	ART
community	NN1	community	SUBST
,	PUN	,	PUN
with	PRP	with	PREP
are	VBB	be	VERB
ill	AJ0	ill	ADJ
with	PRP	with	PREP
HIV	NP0	hiv	SUBST
infection	NN1	infection	SUBST
and	CJC	and	CONJ
AIDS	NN1	aids	SUBST
,	PUN	,	PUN
together	AV0	together	ADV
with	PRP	with	PREP
the	AT0	the	ART
education	NN1	education	SUBST
of	PRF	of	PREP
schoolchildren	NN2	schoolchildren	SUBST
to	TO0	to	PREP
help	VVI	help	VERB
prevent	VVI	prevent	VERB
the	AT0	the	ART
spread	NN1	spread	SUBST
of	PRF	of	PREP
this	DT0	this	ADJ
terrible	AJ0	terrible	ADJ
disease	NN1	disease	SUBST
is	VBZ	be	VERB
becoming	VVG	become	VERB
more	AV0	more	ADV
and	CJC	and	CONJ
more	AV0	more	ADV
urgent	AJ0	urgent	ADJ
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 120, Texts/A/A0/A00.xml
‘	PUQ	‘	PUQ
I	PNP	i	PRON
believe	VVB	believe	VERB
it	PNP	it	PRON
is	VBZ	be	VERB
especially	AV0	especially	ADV
important	AJ0	important	ADJ
that	CJT	that	CONJ
ACET	NP0	acet	SUBST
represents	VVZ	represent	VERB
the	AT0	the	ART
Church	NN1	church	SUBST
working	VVG	work	VERB
in	PRP	in	PREP
the	AT0	the	ART
front	AJ0-NN1	front	ADJ
line	NN1	line	SUBST
to	TO0	to	PREP
provide	VVI	provide	VERB
real	AJ0	real	ADJ
and	CJC	and	CONJ
practical	AJ0	practical	ADJ
support	NN1	support	SUBST
.	PUN	.	PUN

# sentence 121, Texts/A/A0/A00.xml
So	AV0	so	ADV
often	AV0	often	ADV
Christians	NN2	christian	SUBST
are	VBB	be	VERB
criticised	VVN	criticise	VERB
for	PRP	for	PREP
not	XX0	not	ADV
getting	VVG	get	VERB
involved	VVN	involve	VERB
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 122, Texts/A/A0/A00.xml
Cliff	NP0-NN1	cliff	SUBST
with	PRP	with	PREP
Dr	NP0	dr	SUBST
Patrick	NP0	patrick	SUBST
Dixon	NP0	dixon	SUBST
,	PUN	,	PUN
Director	NN1	director	SUBST
of	PRF	of	PREP
ACET	NP0	acet	SUBST

# sentence 123, Texts/A/A0/A00.xml
Glasgow	NP0	glasgow	SUBST
Home	NN1	home	SUBST
Care	NN1-VVB	care	SUBST

# sentence 124, Texts/A/A0/A00.xml
ACET	NP0	acet	SUBST
opened	VVD	open	VERB
its	DPS	it	PRON
Glasgow	NP0	glasgow	SUBST
Home	NN1	home	SUBST
Care	NN1-VVB	care	SUBST
service	NN1	service	SUBST
in	PRP	in	PREP
late	AJ0	late	ADJ
June	NP0	june	SUBST
after	PRP	after	PREP
receiving	VVG	receive	VERB
confirmation	NN1	confirmation	SUBST
of	PRF	of	PREP
a	AT0	a	ART
grant	NN1	grant	SUBST
from	PRP	from	PREP
the	AT0	the	ART
Greater	NP0	greater	SUBST
Glasgow	NP0	glasgow	SUBST
Health	NN1	health	SUBST
Board	NN1-VVB	board	SUBST
to	TO0	to	PREP
fund	VVI	fund	VERB
the	AT0	the	ART
work	NN1	work	SUBST
.	PUN	.	PUN

# sentence 125, Texts/A/A0/A00.xml
The	AT0	the	ART
Ruchill	NP0-NN1	ruchill	SUBST
Hospital	NN1	hospital	SUBST
Social	AJ0	social	ADJ
work	NN1	work	SUBST
team	NN1	team	SUBST
and	CJC	and	CONJ
the	AT0	the	ART
AIDS	NN1	aids	SUBST
Resource	NN1-VVB	resource	SUBST
Unit	NN1	unit	SUBST
were	VBD	be	VERB
particularly	AV0	particularly	ADV
helpful	AJ0	helpful	ADJ
in	PRP	in	PREP
identifying	VVG	identify	VERB
the	AT0	the	ART
need	NN1	need	SUBST
for	PRP	for	PREP
this	DT0	this	ADJ
service	NN1	service	SUBST
.	PUN	.	PUN

# sentence 126, Texts/A/A0/A00.xml
Home	NN1	home	SUBST
care	NN1-VVB	care	SUBST
Coordinator	NN1	coordinator	SUBST
,	PUN	,	PUN
Margaret	NP0	margaret	SUBST
Gillies	NP0	gillies	SUBST
,	PUN	,	PUN
currently	AV0	currently	ADV
has	VHZ	have	VERB
a	AT0	a	ART
team	NN1	team	SUBST
of	PRF	of	PREP
20	CRD	20	ADJ
volunteers	NN2	volunteer	SUBST
from	PRP	from	PREP
a	AT0	a	ART
variety	NN1	variety	SUBST
of	PRF	of	PREP
churches	NN2	church	SUBST
providing	VVG	provide	VERB
practical	AJ0	practical	ADJ
help	NN1	help	SUBST
to	PRP	to	PREP
a	AT0	a	ART
number	NN1	number	SUBST
of	PRF	of	PREP
clients	NN2	client	SUBST
already	AV0	already	ADV
referred	VVN	refer	VERB
.	PUN	.	PUN

# sentence 127, Texts/A/A0/A00.xml
Strathclyde	NP0	strathclyde	SUBST
Regional	AJ0	regional	ADJ
Council	NN1	council	SUBST
may	VM0	may	VERB
provide	VVI	provide	VERB
further	AJC	far	ADJ
funding	NN1	funding	SUBST
and	CJC	and	CONJ
consideration	NN1	consideration	SUBST
is	VBZ	be	VERB
being	VBG	be	VERB
given	VVN	give	VERB
to	PRP	to	PREP
the	AT0	the	ART
possible	AJ0	possible	ADJ
employment	NN1	employment	SUBST
of	PRF	of	PREP
a	AT0	a	ART
part-time	AJ0	part-time	ADJ
nurse	NN1	nurse	SUBST
.	PUN	.	PUN

# sentence 128, Texts/A/A0/A00.xml
Margaret	NP0	margaret	SUBST
Gillies	NP0	gillies	SUBST
says	VVZ	say	VERB
,	PUN	,	PUN
‘	PUQ	‘	PUQ
We	PNP	we	PRON
are	VBB	be	VERB
discovering	VVG	discover	VERB
the	AT0	the	ART
extent	NN1	extent	SUBST
of	PRF	of	PREP
the	AT0	the	ART
need	NN1	need	SUBST
for	PRP	for	PREP
the	AT0	the	ART
kind	NN1	kind	SUBST
of	PRF	of	PREP
help	NN1-VVB	help	SUBST
that	CJT	that	CONJ
ACET	NP0	acet	SUBST
offers	VVZ	offer	VERB
from	PRP	from	PREP
other	AJ0	other	ADJ
support	NN1	support	SUBST
agencies	NN2	agency	SUBST
including	PRP	including	PREP
Scottish	AJ0	scottish	ADJ
AIDS	NN1	aids	SUBST
Monitor	NN1-VVB	monitor	SUBST
and	CJC	and	CONJ
Body	NN1	body	SUBST
Positive	AJ0	positive	ADJ
as	CJS	as	CONJ
well	AV0	well	ADV
as	CJS	as	CONJ
hospital	NN1	hospital	SUBST
contacts	NN2	contact	SUBST
and	CJC	and	CONJ
local	AJ0	local	ADJ
counselling	NN1	counselling	SUBST
services	NN2	service	SUBST
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 129, Texts/A/A0/A00.xml
Chris	NP0	chris	SUBST
Southwick	NP0	southwick	SUBST
,	PUN	,	PUN
director	NN1	director	SUBST
of	PRF	of	PREP
ACET	NP0	acet	SUBST
(	PUL	(	PUL
Scotland	NP0	scotland	SUBST
)	PUR	)	PUR
,	PUN	,	PUN
said	VVD	say	VERB
,	PUN	,	PUN
‘	PUQ	‘	PUQ
With	PRP	with	PREP
the	AT0	the	ART
opening	NN1	opening	SUBST
of	PRF	of	PREP
this	DT0	this	ADJ
office	NN1	office	SUBST
in	PRP	in	PREP
Glasgow	NP0	glasgow	SUBST
,	PUN	,	PUN
ACET	NP0	acet	SUBST
's	POS	's	UNC
volunteer	NN1	volunteer	SUBST
home	NN1	home	SUBST
care	NN1-VVB	care	SUBST
is	VBZ	be	VERB
now	AV0	now	ADV
available	AJ0	available	ADJ
to	PRP	to	PREP
95%	UNC	95%	UNC
of	PRF	of	PREP
those	DT0	those	ADJ
infected	VVN-AJ0	infect	VERB
with	PRP	with	PREP
the	AT0	the	ART
HIV	NP0	hiv	SUBST
virus	NN1	virus	SUBST
in	PRP	in	PREP
Scotland	NP0	scotland	SUBST
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 130, Texts/A/A0/A00.xml
Most	DT0	most	ADJ
Churches	NN2	church	SUBST
Unprepared	AJ0	unprepared	ADJ
for	PRP	for	PREP
Aids	NN2	aid	SUBST

# sentence 131, Texts/A/A0/A00.xml
‘	PUQ	‘	PUQ
Most	DT0	most	ADJ
churches	NN2	church	SUBST
are	VBB	be	VERB
completely	AV0	completely	ADV
unprepared	AJ0	unprepared	ADJ
for	PRP	for	PREP
the	AT0	the	ART
shock	NN1	shock	SUBST
of	PRF	of	PREP
finding	VVG	find	VERB
an	AT0	an	ART
established	AJ0	established	ADJ
member	NN1	member	SUBST
of	PRF	of	PREP
the	AT0	the	ART
congregation	NN1	congregation	SUBST
is	VBZ	be	VERB
infected	VVN	infect	VERB
with	PRP	with	PREP
HIV	NP0	hiv	SUBST
or	CJC	or	CONJ
dying	VVG-AJ0	die	VERB
with	PRP	with	PREP
AIDS	NN1	aids	SUBST
,	PUN	,	PUN
even	AV0	even	ADV
though	CJS	though	CONJ
this	DT0	this	ADJ
is	VBZ	be	VERB
increasingly	AV0	increasingly	ADV
common	AJ0	common	ADJ
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 132, Texts/A/A0/A00.xml
ACET	NP0	acet	SUBST
Director	NN1	director	SUBST
,	PUN	,	PUN
Dr	NP0	dr	SUBST
Patrick	NP0	patrick	SUBST
Dixon	NP0	dixon	SUBST
,	PUN	,	PUN
recently	AV0	recently	ADV
told	VVD-VVN	tell	VERB
the	AT0	the	ART
National	AJ0	national	ADJ
Symposium	NN1	symposium	SUBST
on	PRP	on	PREP
Teenage	AJ0	teenage	ADJ
Sexuality	NN1	sexuality	SUBST
at	PRP	at	PREP
Swanwick	NP0	swanwick	SUBST
.	PUN	.	PUN

# sentence 133, Texts/A/A0/A00.xml
The	AT0	the	ART
conference	NN1	conference	SUBST
was	VBD	be	VERB
attended	VVN	attend	VERB
by	PRP	by	PREP
300	CRD	300	ADJ
church	NN1	church	SUBST
youth	NN1	youth	SUBST
leaders	NN2	leader	SUBST
and	CJC	and	CONJ
school	NN1	school	SUBST
workers	NN2	worker	SUBST
from	PRP	from	PREP
across	PRP	across	PREP
the	AT0	the	ART
UK	NP0	uk	SUBST
.	PUN	.	PUN

# sentence 134, Texts/A/A0/A00.xml
Dr	NP0	dr	SUBST
Dixon	NP0	dixon	SUBST
said	VVD	say	VERB
,	PUN	,	PUN
‘	PUQ	‘	PUQ
With	PRP	with	PREP
up	AVP	up	ADV
to	PRP	to	PREP
20	CRD	20	ADJ
years	NN2	year	SUBST
from	PRP	from	PREP
infection	NN1	infection	SUBST
to	PRP	to	PREP
illness	NN1	illness	SUBST
,	PUN	,	PUN
we	PNP	we	PRON
just	AV0	just	ADV
have	VHB	have	VERB
to	TO0	to	PREP
ask	VVI	ask	VERB
how	AVQ	how	ADV
many	DT0	many	ADJ
of	PRF	of	PREP
our	DPS	we	PRON
congregation	NN1	congregation	SUBST
have	VHB	have	VERB
been	VBN	be	VERB
added	VVN	add	VERB
during	PRP	during	PREP
that	DT0	that	ADJ
time	NN1	time	SUBST
?	PUN	?	PUN

# sentence 135, Texts/A/A0/A00.xml
Three-quarters	CRD	three-quarters	ADJ
of	PRF	of	PREP
the	AT0	the	ART
AIDS	NN1	aids	SUBST
problem	NN1	problem	SUBST
is	VBZ	be	VERB
in	PRP	in	PREP
London	NP0	london	SUBST
and	CJC	and	CONJ
much	DT0	much	ADJ
of	PRF	of	PREP
the	AT0	the	ART
rest	NN1	rest	SUBST
in	PRP	in	PREP
Scottish	AJ0	scottish	ADJ
cities	NN2	city	SUBST
.	PUN	.	PUN

# sentence 136, Texts/A/A0/A00.xml
Churches	NN2	church	SUBST
in	PRP	in	PREP
these	DT0	these	ADJ
areas	NN2	area	SUBST
particularly	AV0	particularly	ADV
need	VVB	need	VERB
to	TO0	to	PREP
be	VBI	be	VERB
informed	VVN	inform	VERB
,	PUN	,	PUN
involved	AJ0	involved	ADJ
in	PRP	in	PREP
community	NN1	community	SUBST
care	NN1	care	SUBST
and	CJC	and	CONJ
supporting	AJ0-VVG	supporting	ADJ
Christian	AJ0	christian	ADJ
workers	NN2	worker	SUBST
seeking	VVG	seek	VERB
to	TO0	to	PREP
prevent	VVI	prevent	VERB
new	AJ0	new	ADJ
HIV	NP0	hiv	SUBST
infection	NN1	infection	SUBST
in	PRP	in	PREP
schools	NN2	school	SUBST
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 137, Texts/A/A0/A00.xml
The	AT0	the	ART
Symposium	NN1	symposium	SUBST
considered	VVD-VVN	consider	VERB
how	AVQ	how	ADV
the	AT0	the	ART
Church	NN1	church	SUBST
can	VM0	can	VERB
communicate	VVI	communicate	VERB
more	AV0	more	ADV
effectively	AV0	effectively	ADV
to	PRP	to	PREP
young	AJ0	young	ADJ
people	NN0	people	SUBST
today	AV0	today	ADV
for	PRP	for	PREP
the	AT0	the	ART
benefit	NN1	benefit	SUBST
of	PRF	of	PREP
their	DPS	they	PRON
safety	NN1	safety	SUBST
and	CJC	and	CONJ
emotional	AJ0	emotional	ADJ
health	NN1	health	SUBST
.	PUN	.	PUN

# sentence 138, Texts/A/A0/A00.xml
‘	PUQ	‘	PUQ
Many	DT0	many	ADJ
churches	NN2	church	SUBST
are	VBB	be	VERB
responding	VVG	respond	VERB
.	PUN	.	PUN

# sentence 139, Texts/A/A0/A00.xml
Those	DT0	those	ADJ
involved	AJ0	involved	ADJ
with	PRP	with	PREP
ACET	NP0	acet	SUBST
are	VBB	be	VERB
now	AV0	now	ADV
helping	VVG	help	VERB
provide	VVI	provide	VERB
home	AV0	home	ADV
care	VVB-NN1	care	VERB
for	PRP	for	PREP
one	PNI-CRD	one	PRON
in	PRP	in	PREP
four	CRD	four	ADJ
of	PRF	of	PREP
all	DT0	all	ADJ
those	DT0	those	ADJ
dying	VVG-AJ0	die	VERB
with	PRP	with	PREP
AIDS	NN1	aids	SUBST
in	PRP	in	PREP
the	AT0	the	ART
UK	NP0	uk	SUBST
and	CJC	and	CONJ
up	AVP	up	ADV
to	PRP	to	PREP
4,000	CRD	4,000	ADJ
school	NN1	school	SUBST
pupils	NN2	pupil	SUBST
a	AT0	a	ART
month	NN1	month	SUBST
are	VBB	be	VERB
now	AV0	now	ADV
receiving	VVG-AJ0	receive	VERB
education	NN1	education	SUBST
on	PRP	on	PREP
the	AT0	the	ART
subject	NN1	subject	SUBST
.	PUN	.	PUN

# sentence 140, Texts/A/A0/A00.xml
Both	DT0	both	ADJ
programmes	NN2	programme	SUBST
are	VBB	be	VERB
the	AT0	the	ART
largest	AJS	large	ADJ
of	PRF	of	PREP
their	DPS	they	PRON
kind	NN1	kind	SUBST
in	PRP	in	PREP
the	AT0	the	ART
country	NN1	country	SUBST
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 141, Texts/A/A0/A00.xml
ACET	NP0	acet	SUBST
is	VBZ	be	VERB
currently	AV0	currently	ADV
offering	VVG	offer	VERB
speakers	NN2	speaker	SUBST
to	TO0	to	PREP
inform	VVI	inform	VERB
,	PUN	,	PUN
motivate	VVB	motivate	VERB
,	PUN	,	PUN
train	NN1-VVB	train	SUBST
and	CJC	and	CONJ
support	NN1-VVB	support	SUBST
.	PUN	.	PUN

# sentence 142, Texts/A/A0/A00.xml
Churches	NN2	church	SUBST
wanting	VVG	want	VERB
a	AT0	a	ART
speaker	NN1	speaker	SUBST
should	VM0	should	VERB
contact	VVI	contact	VERB
the	AT0	the	ART
West	NN1	west	SUBST
London	NP0	london	SUBST
offices	NN2	office	SUBST
on	PRP	on	PREP
